weight int_weight lept1_pt lept1_eta lept1_phi lept1_charge lept1_pfx lept1_sip lept2_pt lept2_eta lept2_phi lept2_charge lept2_pfx lept2_sip lept3_pt lept3_eta lept3_phi lept3_charge lept3_pfx lept3_sip lept4_pt lept4_eta lept4_phi lept4_charge lept4_pfx lept4_sip iso_max sip_max Z1mass Z2mass angle_costhetastar angle_costheta1 angle_costheta2 angle_phi angle_phistar1 KD psKD gravKD pt4l mass4l pfmet jet1_pt jet1_eta jet1_phi jet1_et jet2_pt jet2_eta jet2_phi jet2_et deltaetajj massjj VD njets
0.689353 0.499249 26.8657 -1.11279 0.456133 -1 0.0953234 0.525145 76.4707 0.185391 2.09845 1 0.114441 0.816337 16.8307 0.778923 0.775815 1 0.0899779 0.588986 14.1217 -0.814642 1.54153 -1 0.381917 0.602463 0.32539 0.816337 91.5384 29.5867 -0.471314 -0.341737 -0.725572 0.782085 2.6912 0.820722 -8.89719e+21 0 103.824 125.736 73.4331 61.8301 4.69644 -1.1748 61.8305 0. 0. 0. 0. 0. 0. 0. 1
0.655471 0.593255 55.1962 -0.695006 -0.00281756 1 0.153489 0.0834823 31.457 0.13435 2.60141 -1 0.396449 1.49026 5.76502 -1.87542 0.956288 -1 2.3284 0.601199 22.623 -1.182 1.70872 1 0.219117 1.04853 1.50841 1.49026 87.8647 16.9199 0.883887 0.0106674 -0.0363585 -2.57234 -0.680491 0.463815 -8.89719e+21 0 58.1463 133.718 34.3511 66.6073 1.14593 -2.25927 67.3657 0. 0. 0. 0. 0. 0. 0. 1
0.893018 0.53666 67.9346 0.923459 -0.513168 1 0.0441782 1.10533 37.9923 0.481773 1.51149 -1 0.206727 0.52368 17.767 0.00326824 -0.533918 -1 0.248913 1.45319 34.7262 0.947888 0.154434 1 0.124491 2.68076 0.151824 2.68076 89.0901 29.56 0.0977901 0.597792 -0.041102 -1.53134 -2.17213 0.828577 -8.89719e+21 0 111.047 124.167 22.5259 171.529 -1.34379 -2.44084 172.152 118.4 1.71491 1.5781 118.565 3.0587 679.643 0.681057 2
0.660585 0.495443 98.5929 1.99626 -0.18039 1 0.0335551 0.440495 128.992 1.56137 -0.910412 -1 0.0284064 3.07273 8.57435 1.79608 -1.75897 -1 0.289246 1.38227 40.436 1.51135 -0.111935 1 0.0249006 0.365005 0.18958 3.07273 94.4745 27.8325 0.811376 0.305728 -0.384869 1.04212 2.87384 0.436714 -8.89719e+21 0 252.293 128.022 5.9617 122.97 3.59203 2.88006 122.975 98.4034 -3.06635 2.20316 98.4135 6.65838 3067.96 1.78756 2
0.630811 0.678791 36.7055 1.51051 2.89453 1 0.163305 0.172581 104.934 0.254137 2.96485 -1 0.0336317 0.588789 20.065 -0.0517721 2.99341 1 0.341538 0.855468 58.1124 0.983985 -3.11815 -1 0.0921614 1.25858 0.261087 1.25858 83.3182 37.4326 -0.582971 0.323664 0.736895 -2.52614 2.37654 0.814476 -8.89719e+21 0 218.766 123.061 33.0075 168.398 1.76753 0.106983 168.715 52.6847 -0.772644 -0.790102 53.354 2.54017 322.896 0.519227 2
1.10773 0.742205 78.361 -0.871136 -2.19969 -1 0.0472326 0.237096 49.4538 -0.732046 -0.853125 1 0.0685016 0.617224 25.9171 -1.55769 -1.8494 -1 0.0907064 0.506379 10.3137 -1.57733 0.772771 1 0.251157 0.126954 0.169759 0.617224 78.1172 31.6052 0.540729 0.192343 -0.256984 -0.981397 -1.87978 0.929281 -8.89719e+21 0 119.089 124.624 33.3777 116.194 -2.45365 1.30081 116.229 0. 0. 0. 0. 0. 0. 0. 1
1.11277 0.731403 38.3951 -1.69382 -2.04797 1 0.0248267 0.806871 34.4831 -0.673618 0.715856 -1 0.179645 1.32448 5.99451 -1.19896 -0.716423 1 0.185702 1.29341 19.9395 -0.0168633 -1.90007 -1 0.118718 0.627532 0.109592 1.32448 85.6437 18.3381 -0.757677 0.0270739 0.839516 1.56848 -0.43292 0.371969 -8.89719e+21 0 34.8841 120.198 9.86233 56.6041 -2.65029 2.80429 56.626 50.8835 0.885701 0.261562 51.5585 3.53599 323.691 0.698627 2
2.21834 0.420517 123.209 -1.86023 -1.04482 -1 0.0532805 3.30668 21.2436 -0.228913 -0.605523 1 0.320602 0.470611 29.2468 -1.42468 -1.63143 -1 0.0903396 1.17386 48.6928 -1.40558 -1.20496 1 0.129508 0.87791 0.226658 3.30668 95.6626 15.991 0.0880634 -0.0404877 0.0188577 -1.85521 3.05245 0.104571 -8.89719e+21 0 215.38 127.616 21.2058 182.196 -1.82145 2.06029 182.454 49.9326 0.646502 1.90987 50.8778 2.46795 304.353 0.502667 3
1.23376 0.50141 48.1126 -0.221428 -0.47366 -1 0.115584 0.437132 43.9906 -0.0235335 2.3545 1 0.104072 1.82104 14.1347 -0.673866 -0.15003 -1 0.256299 0.926772 19.936 0.180687 1.57948 1 0.0862574 1.72151 0.198866 1.82104 91.3401 29.5185 0.127765 0.0398218 -0.248287 0.463059 1.67879 0.759318 -8.89719e+21 0 37.2084 124.28 47.2181 115.296 -0.831069 -2.58622 115.75 96.6735 1.65598 0.303093 97.0146 2.48705 397.307 0.523952 2
0.668636 0.487685 86.1117 -1.91267 3.04462 -1 0.0767923 1.51333 33.5763 -2.07836 1.01721 1 0.0578826 1.25445 35.0564 -1.94999 2.85755 1 0.187442 1.03983 39.4261 -1.60779 2.38759 -1 0.254132 0.850347 0.129886 1.51333 91.7165 21.5221 0.275486 -0.587203 0.170793 2.76842 -1.84834 0.477091 -8.89719e+21 0 149.833 127.028 13.0113 164.757 3.09207 -0.802798 164.766 36.4253 2.67114 1.8048 36.4523 0.420921 157.07 0.105923 3
1.38632 0.536228 118.417 0.754947 -1.00942 1 0.063499 1.45139 65.035 0.401934 -0.0201441 -1 0.300033 0.752361 27.2063 0.685758 -0.476445 1 0.289255 0.352711 17.6036 0.181487 0.597687 -1 0.221115 0.998742 0.22345 1.45139 88.9486 25.0183 0.375326 -0.934277 0.771965 2.56894 1.60172 0.494942 -8.89719e+21 0 196.623 124.326 54.1241 92.6741 3.37046 2.87454 92.6863 0. 0. 0. 0. 0. 0. 0. 1
0.766214 1.2546 50.721 0.0806355 -2.54727 -1 0.0509029 0.307608 41.8816 -0.320575 -1.14491 1 0.0632402 1.01582 21.1028 1.12393 -2.29947 -1 0.109225 1.25236 15.8006 1.02859 0.0760758 1 0.12825 1.06161 0.12825 1.25236 62.3134 33.9201 -0.842313 -0.0409113 -0.149714 0.590742 -1.1241 0.951993 -8.89719e+21 0 84.2885 125.117 21.9597 100.432 1.46099 0.781986 100.873 38.6381 -3.22437 2.68672 38.6458 4.68536 651.613 0.968474 2
0.646021 0.567252 20.1709 2.06482 0.00637652 1 0.360352 0.534291 67.1893 0.202927 0.78651 -1 0.110275 0.543413 30.6195 1.188 0.227497 1 0.309734 0.426517 34.1577 0.755676 1.07622 -1 0.12404 1.63366 0.280182 1.63366 83.7038 30.1305 -0.866607 0.2868 -0.0894567 0.827593 -3.05982 0.832758 -8.89719e+21 0 141.735 119.273 11.1498 94.0324 -0.625627 -2.35859 95.8779 46.3619 3.08363 -2.53707 46.3685 3.70925 415.143 0.747373 2
0.839738 0.547149 70.0841 -1.02626 -2.27265 -1 0.131563 0.33597 46.1831 -0.812009 2.22473 1 0.0511001 0.369737 38.0525 -1.62055 -2.9235 1 0.0896629 0.184602 13.3953 -0.792983 2.85379 -1 0.996953 2.8315 0.0959667 2.8315 89.4637 22.3008 0.955732 -0.0457276 -0.720924 2.32868 -2.09399 0.671552 -8.89719e+21 0 125.163 123.353 11.9502 89.2292 3.20029 0.439803 89.2447 52.2157 -3.25336 -0.178928 52.221 6.45365 1718.13 1.49154 2
0.708569 1.05808 46.1693 0.320972 0.761172 1 0.0882027 1.04302 22.6416 -0.910483 2.58661 -1 0.177843 3.40475 9.86452 1.54671 2.27659 -1 0.466783 1.28268 46.0035 -0.536184 1.7002 1 0.191512 1.29217 0.349958 3.40475 66.4334 54.2093 -0.132614 -0.503715 -0.125008 1.99425 -2.46171 0.906974 -8.89719e+21 0 96.9212 124.496 11.9747 67.4806 0.507146 -2.78799 69.1338 64.0977 2.82474 -1.18232 64.1225 2.31759 217.283 0.458885 2
1.11474 0.500042 132.361 1.97342 0.837127 1 0.0389006 1.5486 44.0008 1.40689 1.97637 -1 0.175086 1.83367 10.6919 1.31218 1.55126 -1 0.445979 1.72217 35.3932 1.59391 0.985592 1 0.0799741 1.58726 0.305148 1.83367 93.251 16.524 0.0786152 -0.00188266 -0.588452 0.0415319 -2.34553 0.259237 -8.89719e+21 0 230.922 120.634 20.68 180.31 1.39032 -1.80516 180.935 115.705 1.87059 -3.0687 115.871 0.480268 192.131 0.123337 2
0.69755 0.87148 42.5908 0.199466 -0.390111 -1 0 0.540942 79.3675 0.46161 1.00167 1 0.1028 0.60334 14.0006 1.74242 1.1433 -1 0.300996 1.90295 14.6703 -0.159455 1.96019 1 0.284657 0.24045 0.214887 1.90295 76.0956 33.5469 -0.354802 0.217827 0.188859 1.49988 -1.75805 0.931135 -8.89719e+21 0 112.757 124.742 15.7683 74.7825 -2.17695 -2.35334 74.869 34.0103 4.17462 -2.42291 34.0113 6.35157 1206.02 1.37484 2
0.89047 0.491397 113.799 -2.26683 -0.122628 -1 0.0701106 1.93288 43.0812 -1.15586 -0.721488 1 0.0127938 0.719582 11.9579 -2.29726 -1.56088 -1 0.166235 1.33706 42.4661 -2.0153 0.351063 1 0.0871952 0.278462 0.166235 1.93288 91.6848 37.365 -0.204631 -0.157534 -0.2843 2.0314 3.00615 0.629426 -8.89719e+21 0 189.497 134.066 30.0485 114.471 -2.67916 2.27778 114.526 111.491 2.00984 -2.82577 111.663 4.689 1175.12 1.06964 2
0.652316 1.43252 40.9729 0.142574 -2.11712 -1 0.279236 0.179042 18.3853 -0.643166 2.09222 1 0.296511 1.36819 10.148 1.86454 2.65902 1 0.34531 1.08565 31.2288 0.443533 -0.738659 -1 0.1867 0.984609 0.318194 1.36819 58.2713 44.7456 -0.73996 0.0729076 0.0867394 1.32524 1.06771 0.96978 -8.89719e+21 0 49.0568 126.624 51.8074 0.591963 0.234939 0.743023 0.994985 0. 0. 0. 0. 0. 0. 0. 0
0.69075 0.777759 98.7319 1.37864 -1.9137 -1 0.0281729 0.318505 23.4023 0.575284 2.90147 1 0.162238 1.54003 22.6996 1.75558 2.96155 1 0.418338 1.01602 41.9184 1.14357 -1.74629 -1 0.0149654 2.62673 0.319058 2.62673 75.6327 47.7437 -0.187685 0.45596 -0.832835 0.829577 0.530646 0.986737 -8.89719e+21 0 151.181 125.177 22.3505 139.669 0.365222 1.10267 141.669 0. 0. 0. 0. 0. 0. 0. 1
0.769221 1.03021 18.7251 0.377031 -3.02173 -1 0.29684 1.10358 62.202 -0.232997 -0.702382 1 0.0590944 0.316774 30.6202 0.277485 -2.26979 -1 0.236062 0.427118 31.9012 0.428488 -0.348572 1 0.224286 0.944228 0.202275 1.10358 66.0456 53.0796 -0.932892 -0.644441 0.227582 0.707401 2.64535 0.986889 -8.89719e+21 0 87.7315 124.209 3.656 87.3217 2.32669 2.4051 87.3513 0. 0. 0. 0. 0. 0. 0. 1
0.621271 0.56275 41.4487 1.02764 0.718822 1 0.127751 0.0951823 33.191 -0.565889 -2.3569 -1 0.0836378 0.214208 9.23052 -0.188933 -2.23081 -1 0.600746 0.820088 16.3442 0.626155 1.23288 1 0.302718 1.45896 0.287281 1.45896 98.9707 26.3427 -0.0925629 0.362426 -0.682491 0.283544 -2.32962 0.305314 -8.89719e+21 0 14.1068 126.133 31.5189 36.3183 -2.19693 -1.02455 36.3505 0. 0. 0. 0. 0. 0. 0. 1
1.09647 0.923066 31.4839 -0.741409 2.48875 1 0.228116 0.700533 38.4023 0.852204 2.94294 -1 0.244831 0.672929 22.7853 0.643603 3.09407 -1 0.132526 0.202821 54.6144 0.0950933 -2.32613 1 0.129025 0.179201 0.229455 0.700533 63.4283 39.565 -0.235436 -0.390523 -0.600824 0.341369 0.180245 0.864816 -8.89719e+21 0 129.058 124.868 19.7819 141.34 2.73158 0.0893402 141.357 0. 0. 0. 0. 0. 0. 0. 1
0.963278 0.530019 67.0274 0.267972 0.405068 -1 0.166291 0.406487 26.8657 1.18 2.89869 1 0.372152 1.36976 19.8244 0.620236 -0.195979 1 0.256465 1.01415 22.2912 0.29778 1.73718 -1 0.462604 0.562505 0.345526 1.36976 89.8756 35.264 0.516477 -0.545818 0.514345 -3.05947 1.58917 0.762732 -8.89719e+21 0 72.322 125.521 21.6529 117.094 1.22522 -2.24517 117.677 58.3673 -1.5484 1.21982 58.6536 2.77362 352.332 0.5669 2
0.64843 0.510063 20.6689 -1.9306 0.945451 1 0.474568 1.73707 107.508 -0.735796 -0.435526 -1 0.0375665 1.43019 37.943 -0.89831 -0.0702192 1 0.117667 0.938877 72.5515 -0.909058 -0.425246 -1 0.248994 1.31959 0.37683 1.73707 90.0364 18.5406 0.418003 -0.811349 0.338243 0.951138 0.625133 0.349102 -8.89719e+21 0 235.963 123.325 15.7003 241.161 2.26266 2.58888 241.282 74.4833 -1.76723 -1.24286 74.6822 4.02988 1020.69 0.921351 2
0.632391 0.813763 62.9638 -0.601952 0.0838009 1 0.0552676 0.509248 116.267 -0.198251 -0.730789 -1 0.0495937 0.38312 13.5486 -0.136595 -2.09107 -1 0.20353 3.62147 50.2087 -0.604808 -0.602945 1 0.104362 0.734409 0.0873353 3.62147 79.7283 37.4188 0.196948 -0.197603 0.52132 1.71378 -1.13637 0.908007 -8.89719e+21 0 220.507 126.626 34.1855 214.918 1.94212 2.0541 215.032 128.184 -1.51392 -2.48893 128.536 3.45605 941.217 0.802802 2
1.0955 0.511834 27.6797 -0.76938 -1.15074 -1 0.255901 0.90336 53.486 0.579582 1.09636 1 0.0529156 1.13703 18.4783 0.462329 0.0240157 -1 0.101442 0.315602 32.0707 0.291505 1.11565 1 0.157417 0.640843 0.151898 1.13703 89.1206 25.6165 -0.488957 0.881025 -0.325882 -0.761494 2.02085 0.560152 -8.89719e+21 0 85.568 123.714 24.9239 59.0468 0.721198 -3.03483 59.717 42.4027 -3.05785 -1.49362 42.4124 3.77905 332.442 0.744057 2
0.903523 0.692716 33.3219 2.22185 1.46606 -1 0.236169 1.68984 137.505 1.27732 2.2309 1 0.00919043 0.965019 11.0053 1.56844 0.224138 1 0.0793897 0.570127 11.3977 1.56947 2.69499 -1 0.178513 0.190117 0.22806 1.68984 83.3847 21.1534 0.516514 -0.694767 -0.769737 1.98294 -0.441723 0.599672 -8.89719e+21 0 169.412 116.757 12.8838 242.402 -0.556582 -0.738903 244.582 75.255 3.60833 -3.02578 75.2574 4.16491 1098.81 0.960656 2
0.694218 0.509232 53.3044 -0.802573 -2.08793 1 0.06095 0.501963 76.7554 -0.494266 2.69544 -1 0.0296886 0.425196 76.0064 -0.479212 -3.04338 -1 0.0721175 0.284148 13.7964 -0.417723 -2.46156 1 0.393439 1.16488 0.326064 1.16488 89.4123 18.6866 -0.0453909 -0.190387 0.673412 0.355045 1.44822 0.502398 -8.89719e+21 0 184.313 123.733 25.1547 103.872 2.69968 0.29312 103.922 92.1085 -3.62193 -0.0525397 92.1103 6.32161 2303.93 1.58024 5
0.69378 0.921425 58.8909 1.18507 -0.956532 1 0.0508805 1.65685 33.4053 0.43668 0.524143 -1 0.135953 0.459032 18.8012 -0.530844 -0.493125 1 0.390864 1.30171 24.7665 0.950257 -1.68507 -1 0.451578 2.2429 0.292887 2.2429 68.8096 65.0726 0.949618 -0.395777 -0.660278 -2.64147 2.75453 0.592489 -8.89719e+21 0 115.045 161.237 51.428 68.4772 -1.41215 1.84596 69.0212 46.7233 2.841 -1.84047 46.7431 4.25315 481.681 0.858049 3
0.63763 0.524135 34.1085 0.55587 1.42501 -1 0.188181 0.853818 78.909 -0.909885 2.11929 1 0.0713544 1.6151 34.0129 -0.483122 2.51826 -1 0.291631 0.65165 9.6066 0.6612 2.84295 1 0.443279 1.71911 0.356082 1.71911 90.2273 22.6031 -0.354433 -0.0749144 0.0578601 2.81411 -0.178287 0.761291 -8.89719e+21 0 143.68 124.183 19.2656 123.367 0.847083 -1.01292 124.687 0. 0. 0. 0. 0. 0. 0. 1
1.90053 0.534519 30.994 1.85143 -0.26912 -1 0.0216893 1.37389 93.4621 0.429456 0.328102 1 0.105246 0.798667 42.2387 0.340817 -0.0913476 1 0.171116 0.911667 12.5094 0.596665 1.06745 -1 0.384093 1.88418 0.144036 1.88418 88.9729 25.8548 0.864844 0.832772 -0.564832 1.90015 2.27905 0.43052 -8.89719e+21 0 168.956 121.967 30.0912 103.143 4.15812 2.84816 103.144 53.0098 -0.709674 -2.63315 53.8086 4.86779 842.869 1.03803 3
0.770875 0.666951 17.8 1.76737 1.27159 -1 0 2.22854 28.4152 -0.630471 -1.57847 1 0.157297 0.796723 13.666 -0.693752 1.37619 1 0.473942 0.250347 21.7423 0.856703 -0.241704 -1 0.33474 0.435356 0.258332 2.22854 81.1071 38.622 0.221233 -0.155818 -0.0627558 1.16578 -0.46408 0.927795 -8.89719e+21 0 28.9591 125.135 39.0983 30.0888 -1.80303 2.70538 30.2064 0. 0. 0. 0. 0. 0. 0. 1
0.646382 0.852716 20.4707 2.05174 1.09724 1 0.370813 0.87114 55.7127 0.682001 2.87882 -1 0.0603581 0.330442 38.3419 0.693847 -3.04626 -1 0.0985268 0.857071 16.2327 0.280666 1.03768 1 0.24866 0.672472 0.317187 0.87114 72.4857 45.6559 0.942452 -0.573753 0.12273 -0.630078 0.825307 0.979521 -8.89719e+21 0 85.9273 124.478 11.2084 100.635 0.757786 -0.127003 101.922 46.8402 -2.57384 -2.9002 46.8693 3.33163 377.516 0.672176 2
0.648446 0.514835 81.6143 1.0627 -0.365298 1 0.0721405 1.29091 22.5579 0.37473 2.50032 -1 0.106107 0.470839 19.7338 1.80368 0.140195 1 0.128323 0.931933 20.8397 1.24322 0.666219 -1 0.292946 0.751029 0.25427 1.29091 90.1738 15.6164 -0.796756 0.169143 -0.0985028 -1.08207 -2.1049 0.570715 -8.89719e+21 0 94.0763 124.793 12.4031 89.7485 2.21314 2.83557 89.8095 0. 0. 0. 0. 0. 0. 0. 1
0.636926 0.580917 54.5229 1.30496 3.07766 1 0.0619832 1.08058 24.6809 -0.200363 -1.35473 -1 0.301526 1.04044 14.7626 0.243541 -1.83506 -1 0.780104 2.34652 15.8237 0.20171 1.26765 1 0.381248 0.384614 0.549034 2.34652 84.2949 35.2143 0.805166 -0.846831 -0.25125 0.131508 1.80924 0.728177 -8.89719e+21 0 54.7692 128.769 36.7345 33.9861 -4.08532 0.0693767 33.9874 0. 0. 0. 0. 0. 0. 0. 1
0.752259 0.491049 38.0003 -1.09788 1.4829 1 0.196728 2.6868 31.7939 0.553733 -2.28988 -1 0.0587586 0.651179 7.84684 -1.00262 -1.41987 -1 0.236932 0.161231 23.9354 0.152175 2.14353 1 0.247109 0.279011 0.134619 2.6868 92.1067 31.5911 -0.540152 -0.0986151 -0.980839 -0.60691 -0.673773 0.562762 -8.89719e+21 0 39.4387 125.055 47.7115 44.9635 -2.91156 -1.36407 44.9747 0. 0. 0. 0. 0. 0. 0. 1
1.40098 0.539772 98.6193 1.46712 -2.69971 1 0.0159063 1.60411 23.0256 0.179662 2.19763 -1 0.577886 1.10477 19.7714 1.42116 -2.94381 -1 0.0793402 0.764587 17.5012 1.38952 2.47153 1 0.19451 3.33446 0.36802 3.33446 89.5542 15.6552 -0.569279 -0.00995043 -0.398979 2.80976 2.88822 0.282322 -8.89719e+21 0 136.76 111.096 59.8136 115.106 -2.14147 0.247939 115.229 97.201 -1.19892 -0.242721 97.9903 0.942554 126.406 0.19393 4
2.45519 0.966127 54.5736 1.27528 -1.98905 1 0.256395 1.41707 51.8008 0.15895 -1.3564 -1 0.0524045 0.628434 76.496 1.13721 -2.19743 -1 0.0598228 1.926 17.4214 0.556533 -2.21698 1 0.179502 0.297117 0.210111 1.926 73.6091 22.767 -0.648514 0.879204 0.762145 -2.89886 -2.93259 0.299531 -8.89719e+21 0 201.217 125.815 27.3676 183.608 -1.1574 1.45833 184.295 68.8542 2.65287 0.515003 68.8793 3.81027 747.417 0.829352 2
0.64462 1.13761 41.5648 1.14748 -2.29678 1 0.0829347 0.995168 21.7899 0.719011 0.792566 -1 0.220725 1.02043 36.058 1.01838 2.87872 -1 0.0541258 0.94958 22.9275 1.76885 0.751575 1 0.0564788 0.722105 0.0392871 1.02043 61.5567 54.9051 -0.485882 -0.493209 -0.119097 2.2775 2.21782 0.949349 -8.89719e+21 0 31.8037 125.267 57.2463 136.474 -1.89526 -1.07952 136.683 0. 0. 0. 0. 0. 0. 0. 1
1.09734 0.897312 114.356 -0.249098 3.0451 -1 0.0336146 1.04718 70.1714 -1.02107 2.76758 1 0.17593 0.808351 68.0245 -0.658953 3.03806 1 0 1.0875 13.6044 -0.959575 1.38879 -1 0.308686 0.903057 0.184845 1.0875 75.0905 45.6109 0.260223 0.707727 0.813222 -0.595666 0.262421 0.883237 -8.89719e+21 0 250.917 125.576 42.3898 180.849 1.48601 -0.623459 181.451 121.773 -1.99435 0.223264 121.874 3.48037 830.496 0.785922 3
0.633119 0.700005 100.073 0.597633 1.52304 -1 0.0530676 1.93891 28.2205 0.942981 -0.181281 1 0.11866 1.16463 43.4916 1.28634 1.42232 1 0.196054 2.91437 21.2035 1.27336 2.00507 -1 0.21074 0.830509 0.156632 2.91437 82.1002 17.4544 -0.890337 -0.122165 -0.183082 1.51359 1.92232 0.659076 -8.89719e+21 0 159.966 123.942 7.20913 151.42 0.211858 -1.81248 155.326 0. 0. 0. 0. 0. 0. 0. 1
1.35216 0.501647 45.7109 -1.37077 1.00032 -1 0.0618488 1.36136 56.3134 -0.325018 2.59145 1 0.0513929 1.51368 9.8658 -0.699042 0.0509432 -1 0.180288 2.55456 26.1122 -0.282402 2.38976 1 0.126856 0.213785 0.0718183 2.55456 91.2917 30.3091 -0.982753 0.655363 -0.299233 -0.353541 -0.664475 0.633312 -8.89719e+21 0 92.1839 124.601 39.3325 88.7843 -3.27684 -1.956 88.7927 71.8722 0.560838 -0.241281 72.8439 3.83768 548.903 0.796171 2
